postcodes,town,latitude,longitude,region,country_iso,uk_region
1945,Fontaine Dessus (Liddes),46.0055872,7.1736472,VS,ch,
1945,Fornex (Liddes),46.0088552,7.1634655,VS,ch,
1945,Les Moulins VS (Liddes),45.9741968,7.1803742,VS,ch,
1945,Liddes,45.9919529,7.1858196,VS,ch,
1945,Palasuit (Liddes),45.9823874,7.1925849,VS,ch,
1945,Petit Vichères (Liddes),45.9936935,7.1667818,VS,ch,
1945,Rive Haute (Liddes),46.007,7.16989,VS,ch,
1945,Vichères (Liddes),45.9966472,7.1665665,VS,ch,
1946,Bourg-St-Pierre,45.89924,7.19563,VS,ch,
1946,Bourg-St-Pierre,45.9491399,7.2085376,VS,ch,
1946,Bourg-St-Pierre,45.924681,7.2020692,VS,ch,
1947,Champsec,46.0568687,7.243475,VS,ch,
1947,Versegères,46.0694847,7.2250295,VS,ch,
1947,Versegères,46.0656,7.23412,VS,ch,
1948,Fionnay,46.03286,7.3077,VS,ch,
1948,Lourtier,46.04917,7.26561,VS,ch,
1948,Sarreyer,46.0628147,7.2496124,VS,ch,
1950,Sion,46.2330748,7.3576213,VS,ch,
1950,Sion,46.2270208,7.3533351,VS,ch,
1950,Sion,46.2504531,7.3921368,VS,ch,
1950,Sion,46.2333112,7.3369766,VS,ch,
1950,Sion,46.2270208,7.3533351,VS,ch,
1950,Sion 2,46.2354621,7.359705,VS,ch,
1950,Sion 4,46.2276601,7.3736421,VS,ch,
1951,Sion,46.2435256,7.3820734,VS,ch,
1953,Sion RZ,46.222706,7.339478,VS,ch,
1955,Chamoson,46.1963809,7.2308982,VS,ch,
1955,Grugnay (Chamoson),46.20768,7.21623,VS,ch,
1955,Les Vérines (Chamoson),46.21171,7.20349,VS,ch,
1955,Némiaz (Chamoson),46.21153,7.22402,VS,ch,
1955,St-Pierre-de-Clages,46.1963809,7.2308982,VS,ch,
1957,Ardon,46.2097412,7.2572286,VS,ch,
1958,St-Léonard,46.25347,7.41833,VS,ch,
1958,Uvrier,46.2532603,7.4169069,VS,ch,
1961,Vernamiège,46.2112408,7.4317261,VS,ch,
1962,Pont-de-la-Morge (Sion),46.2318069,7.3168084,VS,ch,
1962,Pont-de-la-Morge (Sion),46.2317459,7.3172586,VS,ch,
1962,Pont-de-la-Morge (Sion),46.2391,7.31403,VS,ch,
1963,Vétroz,46.2195923,7.2649661,VS,ch,
1963,Vétroz,46.2257544,7.2819706,VS,ch,
1964,Conthey,46.216106,7.305106,VS,ch,
1964,Conthey,46.2230047,7.3035452,VS,ch,
1965,Chandolin (Savièse),46.24818,7.31839,VS,ch,
1965,Diolly (Savièse),46.2380103,7.3432815,VS,ch,
1965,Drône (Savièse),46.2599782,7.3671267,VS,ch,
1965,Granois (Savièse),46.2492485,7.3366422,VS,ch,
1965,La Muraz (Savièse),46.2381307,7.3374077,VS,ch,
1965,Mayens-de-la-Zour (Savièse),46.27409,7.35607,VS,ch,
1965,Monteiller (Savièse),46.2563702,7.3545111,VS,ch,
1965,Ormône (Savièse),46.2407216,7.3435608,VS,ch,
1965,Savièse,46.2624887,7.3486353,VS,ch,
1965,Roumaz (Savièse),46.246254,7.347217,VS,ch,
1965,Savièse,46.2511752,7.3491581,VS,ch,
1965,St-Germain (Savièse),46.2509065,7.349727,VS,ch,
1966,Argnou (Ayent),46.317402,7.42624,VS,ch,
1966,Ayent,46.2808972,7.4132908,VS,ch,
1966,Blignou (Ayent),46.2808972,7.4132908,VS,ch,
1966,Botyre (Ayent),46.27607,7.40445,VS,ch,
1966,Fortunau (Ayent),46.2864627,7.4133437,VS,ch,
1966,La Place (Ayent),46.2739859,7.4124831,VS,ch,
1966,Luc (Ayent),46.2808972,7.4132908,VS,ch,
1966,Saxonne (Ayent),46.2808972,7.4132908,VS,ch,
1966,Signèse (Ayent),46.25758,7.40115,VS,ch,
1966,St-Romain (Ayent),46.28327,7.41201,VS,ch,
1966,Villa (Ayent),46.27717,7.4119,VS,ch,
1966,Ayent,46.3476456,7.436049,VS,ch,
1967,Bramois,46.2334172,7.4056447,VS,ch,
1968,Mase,46.1936337,7.4358076,VS,ch,
1968,Mase,46.192256,7.457656,VS,ch,
1969,St-Martin VS,46.1614853,7.4740409,VS,ch,
1969,Eison (St-Martin),46.1614853,7.4740409,VS,ch,
1969,Liez (St-Martin),46.1625953,7.4514146,VS,ch,
1969,St-Martin VS,46.1614853,7.4740409,VS,ch,
1969,Suen (St-Martin),46.1823693,7.4372621,VS,ch,
1969,Trogne (St-Martin),46.1678,7.45153,VS,ch,
1971,Champlan (Grimisuat),46.2469153,7.3717634,VS,ch,
1971,Grimisuat,46.25837,7.38235,VS,ch,
1971,Grimisuat,46.25837,7.38235,VS,ch,
1972,Anzère,46.2972352,7.3989039,VS,ch,
1973,Nax,46.22872,7.44446,VS,ch,
1973,Nax,46.228419,7.4283844,VS,ch,
1974,Arbaz,46.2717615,7.3810394,VS,ch,
1974,Arbaz,46.2799568,7.3900255,VS,ch,
1975,St-Séverin,46.2326808,7.30411,VS,ch,
1975,St-Séverin,46.2408861,7.30643,VS,ch,
1975,St-Séverin,46.2386564,7.3032603,VS,ch,
1976,Aven,46.23642,7.27128,VS,ch,
1976,Daillon,46.25467,7.30361,VS,ch,
1976,Erde,46.28064,7.21571,VS,ch,
1976,Erde,46.2379665,7.2900686,VS,ch,
1976,Erde,46.2552027,7.3043096,VS,ch,
1976,Daillon,46.2564843,7.284672,VS,ch,
1976,Erde,46.28404,7.31544,VS,ch,
1976,Erde,46.2590228,7.3097321,VS,ch,
1976,Erde,46.24282,7.29433,VS,ch,
1977,Icogne,46.290802,7.4381663,VS,ch,
1978,Lens,46.2808672,7.450709,VS,ch,
1981,Vex,46.2087435,7.3948122,VS,ch,
1981,Vex,46.2044484,7.4048865,VS,ch,
1981,Vex,46.2111735,7.3848438,VS,ch,
1982,Euseigne,46.1542524,7.4377105,VS,ch,
1982,Euseigne,46.1605122,7.4398213,VS,ch,
1982,Euseigne,46.15122,7.45383,VS,ch,
1983,Evolène,46.1091867,7.4660524,VS,ch,
1983,Lanna,46.1208374,7.4791952,VS,ch,
1984,La Tour VS,46.0967291,7.5058649,VS,ch,
1984,Les Haudères,46.0831581,7.5090378,VS,ch,
1985,La Sage,46.0770528,7.5289817,VS,ch,
1985,La Forclaz VS,46.0858488,7.517947,VS,ch,
1985,La Sage,46.0993812,7.5142037,VS,ch,
1985,Villa (Evolène),46.1102257,7.5128604,VS,ch,
1986,Arolla,46.0233657,7.4817905,VS,ch,
1987,Hérémence,46.16259,7.39573,VS,ch,
1987,Hérémence,46.1724731,7.4214539,VS,ch,
1987,Hérémence,46.08391,7.403744,VS,ch,
1987,Hérémence,46.1724731,7.4214539,VS,ch,
1987,Hérémence,46.1124,7.39686,VS,ch,
1987,Hérémence,46.16552,7.39617,VS,ch,
1987,Hérémence,46.161419,7.3894737,VS,ch,
1988,Les Collons,46.1833879,7.3859251,VS,ch,
1988,Les Collons,46.1767228,7.388379,VS,ch,
1988,Thyon,46.18038,7.37026,VS,ch,
1991,Arvillard (Salins),46.2080985,7.3484485,VS,ch,
1991,Salins,46.211569,7.346996,VS,ch,
1991,Salins,46.2170663,7.3634451,VS,ch,
1991,Salins,46.2144944,7.3516845,VS,ch,
1991,Misériez (Salins),46.20726,7.34592,VS,ch,
1991,Salins,46.2086891,7.3527057,VS,ch,
1991,Pravidondaz (Salins),46.2120954,7.3555378,VS,ch,
1991,Salins,46.2121578,7.3556171,VS,ch,
1991,Turin (Salins),46.21514,7.35427,VS,ch,
1992,Crête-à-l'Oeil(Les Agettes),46.2117615,7.3699569,VS,ch,
1992,La Vernaz (Les Agettes),46.210896,7.3720257,VS,ch,
1992,Les Agettes,46.2086498,7.376781,VS,ch,
1992,Les Mayens-de-Sion,46.2018514,7.3785875,VS,ch,
1993,Clèbes (Nendaz),46.18685,7.33711,VS,ch,
1993,Veysonnaz,46.1957548,7.3379757,VS,ch,
1994,Aproz (Nendaz),46.20633,7.31602,VS,ch,
1996,Baar (Nendaz),46.20415,7.32726,VS,ch,
1996,Basse-Nendaz,46.1906327,7.3210191,VS,ch,
1996,Beuson (Nendaz),46.1823,7.32541,VS,ch,
1996,Bieudron (Nendaz),46.193449,7.2787852,VS,ch,
1996,Brignon (Nendaz),46.18952,7.32695,VS,ch,
1996,Condémines (Nendaz),46.1906327,7.3210191,VS,ch,
1996,Basse-Nendaz,46.2011,7.31464,VS,ch,
1996,Fey (Nendaz),46.1870592,7.26923,VS,ch,
1996,Baar (Nendaz),46.2016024,7.3207611,VS,ch,
1996,Saclentse,46.1760015,7.3196717,VS,ch,
1997,Haute-Nendaz,46.18408,7.29974,VS,ch,
1997,Haute-Nendaz,46.17125,7.31132,VS,ch,
1997,Siviez (Nendaz),46.1358233,7.3162106,VS,ch,
1997,Sornard (Nendaz),46.188053,7.3042171,VS,ch,
2000,Neuchâtel,46.9995997,6.9344141,NE,ch,
2001,Neuchâtel 1,46.996317,6.936851,NE,ch,
2002,Neuchâtel 2,46.9940104,6.9347975,NE,ch,
2003,Neuchâtel 3,47.0515025,7.0379766,NE,ch,
2004,Neuchâtel 4,46.993422,6.927036,NE,ch,
2006,Neuchâtel 6,46.9893281,6.9071076,NE,ch,
2008,Neuchâtel,47.0030902,6.9577089,NE,ch,
2009,Neuchâtel 9,47.008275,6.961263,NE,ch,
2010,Neuchâtel OFS,46.99726,6.938617,NE,ch,
2012,Auvernier,46.9775749,6.8769195,NE,ch,
2013,Colombier NE,46.9674998,6.8597163,NE,ch,
2014,Bôle,46.96729,6.84128,NE,ch,
2015,Areuse,46.9566208,6.8556548,NE,ch,
2015,Areuse,46.9517989,6.8586959,NE,ch,
2016,Cortaillod,46.946033,6.851638,NE,ch,
2017,Boudry,46.9487676,6.8058618,NE,ch,
2017,Boudry,46.94713,6.81883,NE,ch,
2019,Chambrelien,46.97253,6.81381,NE,ch,
2019,Rochefort,46.9827789,6.8081958,NE,ch,
2019,Rochefort,46.983751,6.813418,NE,ch,
2019,Rochefort,46.9827789,6.8081958,NE,ch,
2022,Bevaix,46.9295372,6.8012626,NE,ch,
2023,Gorgier,46.9219582,6.7646866,NE,ch,
2024,St-Aubin-Sauges,46.8950228,6.7669659,NE,ch,
2025,Chez-le-Bart,46.90116,6.78589,NE,ch,
2027,Fresens,46.88845,6.74714,NE,ch,
2027,Montalchez,46.89776,6.7465358,NE,ch,
2028,Vaumarcus,46.8768215,6.7452902,NE,ch,
2028,Vaumarcus,46.87587,6.73946,NE,ch,
2034,Peseux,46.9949846,6.8896216,NE,ch,
2035,Corcelles NE,46.9850853,6.8766461,NE,ch,
2036,Cormondrèche,46.9804908,6.8687174,NE,ch,
2037,Montezillon,46.9865675,6.8369571,NE,ch,
2037,Montmollin,46.9929482,6.846884,NE,ch,
2042,Valangin,47.016063,6.906469,NE,ch,
2043,Boudevilliers,47.0319501,6.8840164,NE,ch,
2043,Boudevilliers,47.0390354,6.8828129,NE,ch,
2043,Boudevilliers,47.0330534,6.8672009,NE,ch,
2046,Fontaines NE,47.0426174,6.9008183,NE,ch,
2046,Fontaines NE,47.0329252,6.9069239,NE,ch,
2052,Fontainemelon,47.0564305,6.89055,NE,ch,
2052,La Vue-des-Alpes,47.0727,6.86996,NE,ch,
2052,La Vue-des-Alpes,47.07004,6.8899533,NE,ch,
2052,La Vue-des-Alpes,47.0544,6.85349,NE,ch,
2053,Cernier,47.057574,6.9048017,NE,ch,
2054,Chézard-St-Martin,47.0624261,6.9175754,NE,ch,
2054,Les Vieux-Prés,47.078038,6.9302062,NE,ch,
2054,Chézard-St-Martin,47.0665203,6.9189369,NE,ch,
2056,Dombresson,47.067004,6.950871,NE,ch,
2057,Villiers,47.074493,6.9713574,NE,ch,
2057,Villiers,47.074493,6.9713574,NE,ch,
2058,Le Pâquier NE,47.0984029,6.9867298,NE,ch,
2058,Le Pâquier NE,47.1175078,6.9986033,NE,ch,
2063,Engollon,47.0377644,6.9206999,NE,ch,
2063,Fenin,47.0251862,6.9221536,NE,ch,
2063,Saules,47.03837,6.939,NE,ch,
2063,Vilars NE,47.0317008,6.9269631,NE,ch,
2065,Savagnier,47.0468095,6.9530786,NE,ch,
2065,Savagnier,47.0545533,6.9516156,NE,ch,
2065,Savagnier,47.0470374,6.9576644,NE,ch,
2067,Chaumont,47.0300104,6.9564161,NE,ch,
2068,Hauterive NE,47.0145202,6.9701227,NE,ch,
2072,St-Blaise,47.013611,6.9849397,NE,ch,
2072,St-Blaise,47.0319718,6.9924792,NE,ch,
2073,Enges,47.0566208,7.012101,NE,ch,
2074,Marin-Epagnier,47.0100008,7.0190407,NE,ch,
2074,Marin-Centre,47.010569,7.004525,NE,ch,
2074,Marin-Epagnier,47.0091808,7.0015896,NE,ch,
2074,Marin-Epagnier,47.0059756,7.0071602,NE,ch,
2075,Thielle,47.020906,7.0306545,NE,ch,
2075,Wavre,47.024,7.02039,NE,ch,
2087,Cornaux NE,47.0380132,7.0213496,NE,ch,
2088,Cressier NE,47.050861,7.0373624,NE,ch,
2103,Noiraigue,46.9552211,6.7222016,NE,ch,
2105,Travers,46.9402343,6.6760358,NE,ch,
2108,Couvet,46.9262933,6.6324944,NE,ch,
2108,Couvet,46.9291,6.62078,NE,ch,
2112,Môtiers NE,46.9111044,6.6113106,NE,ch,
2113,Boveresse,46.914632,6.5981921,NE,ch,
2114,Fleurier,46.9023107,6.5808426,NE,ch,
2115,Buttes,46.8858398,6.5483,NE,ch,
2116,Mont-de-Buttes,46.87717,6.5091,NE,ch,
2117,La Côte-aux-Fées,46.8675625,6.4904954,NE,ch,
2117,La Côte-aux-Fées,46.8514568,6.4738514,NE,ch,
2117,La Côte-aux-Fées,46.8767292,6.4798545,NE,ch,
2117,La Côte-aux-Fées,46.85965,6.49679,NE,ch,
2123,St-Sulpice NE,46.9140305,6.5663226,NE,ch,
2124,Les Sagnettes,46.9385698,6.5925155,NE,ch,
2126,Les Verrières,46.9051166,6.4844577,NE,ch,
2126,Les Verrières,46.90235,6.46451,NE,ch,
2126,Les Verrières,46.88937,6.47671,NE,ch,
2127,Les Bayards,46.9340878,6.525581,NE,ch,
2127,Les Bayards,46.9217691,6.5162165,NE,ch,
2149,Brot-Dessous,46.9558416,6.7477454,NE,ch,
2149,Champ-du-Moulin,46.9636757,6.7601143,NE,ch,
2149,Fretereules,46.9620626,6.7659395,NE,ch,
2206,Les Geneveys-sur-Coffrane,47.0147585,6.844936,NE,ch,
2207,Coffrane,47.0106037,6.8622915,NE,ch,
2208,Les Hauts-Geneveys,47.0475296,6.8723416,NE,ch,
2300,La Chaux-de-Fonds,47.1676872,6.8578318,NE,ch,
2300,La Chaux-de-Fonds,47.1176783,6.8405667,NE,ch,
2300,La Cibourg,47.12122,6.88308,NE,ch,
2300,La Chaux-de-Fonds,47.14452,6.85144,NE,ch,
2301,La Chaux-de-Fonds,47.10117,6.8303,NE,ch,
2302,La Chaux-de-Fonds,47.0986188,6.8251062,NE,ch,
2303,La Chaux-de-Fonds,47.10117,6.8303,NE,ch,
2304,La Chaux-de-Fonds,47.10117,6.8303,NE,ch,
2314,La Sagne NE,47.0675818,6.8351696,NE,ch,
2314,La Sagne NE,47.0463938,6.8059802,NE,ch,
2314,La Sagne NE,47.0251008,6.7825777,NE,ch,
2316,Les Ponts-de-Martel,46.999113,6.7335548,NE,ch,
2316,Les Ponts-de-Martel,46.98062,6.70238,NE,ch,
2316,Petit-Martel,47.0109519,6.756048,NE,ch,
2318,Brot-Plamboz,46.9928425,6.7533864,NE,ch,
2322,Le Crêt-du-Locle,47.0787017,6.7848655,NE,ch,
2325,Les Planchettes,47.1064515,6.7702862,NE,ch,
2333,La Ferrière,47.1637223,6.9340327,BE,ch,
2333,La Cibourg,47.1238665,6.8903152,BE,ch,
2333,La Ferrière,47.1418557,6.8931182,BE,ch,
2336,Les Bois,47.1802743,6.8853788,JU,ch,
2336,Les Bois,47.1949793,6.9218481,JU,ch,
2336,Les Bois,47.2033668,6.9411975,JU,ch,
2336,Les Bois,47.188342,6.9341341,JU,ch,
2336,Les Bois,47.1774878,6.9052937,JU,ch,
2338,Les Emibois,47.230719,6.9867284,JU,ch,
2338,Muriaux,47.2310582,6.991102,JU,ch,
2340,Le Noirmont,47.22417,6.95645,JU,ch,
2340,Le Noirmont,47.2092174,6.9529836,JU,ch,
2345,La Chaux-des-Breuleux,47.2228326,7.0275003,JU,ch,
2345,Le Cerneux-Veusil,47.185481,6.958268,JU,ch,
2345,Les Breuleux,47.2233857,7.0044895,JU,ch,
2345,Les Breuleux,47.2122224,7.0040336,JU,ch,
2345,Les Breuleux,47.208031,6.9965058,JU,ch,
2350,Saignelégier,47.2457909,7.025475,JU,ch,
2350,Saignelégier,47.2561774,6.9964022,JU,ch,
2353,Les Pommerats,47.2715231,6.9853144,JU,ch,
2354,Goumois,47.2511229,6.9593655,JU,ch,
2354,Goumois,47.260997,6.949174,JU,ch,
2354,Goumois,47.2768245,6.955354,JU,ch,
2360,Le Bémont JU,47.2638097,7.013117,JU,ch,
2362,Montfaucon,47.2821588,7.0502445,JU,ch,
2362,Montfavergier,47.3071859,7.0988527,JU,ch,
2363,Les Enfers,47.2870373,7.0350197,JU,ch,
2364,St-Brais,47.305303,7.112926,JU,ch,
2400,Le Locle,47.049361,6.7887227,NE,ch,
2400,Le Locle,47.0577195,6.7487354,NE,ch,
2400,Le Prévoux,47.0367334,6.7026159,NE,ch,
2400,Le Locle,47.02751,6.74008,NE,ch,
2400,Le Locle,47.0433547,6.746718,NE,ch,
2405,La Chaux-du-Milieu,47.0131911,6.7036477,NE,ch,
2405,La Chaux-du-Milieu,47.0042828,6.678674,NE,ch,
2406,Le Brouillet,46.96015,6.54594,NE,ch,
2406,La Brévine,46.98035,6.60687,NE,ch,
2406,La Châtagne,46.9891724,6.641969,NE,ch,
2406,Le Brouillet,46.9503521,6.5346052,NE,ch,
2406,Les Taillères,46.969647,6.570097,NE,ch,
2414,Le Cerneux-Péquignot,47.01667,6.66496,NE,ch,
2416,Les Brenets,47.0680788,6.7047551,NE,ch,
2500,Biel/Bienne,47.1351,7.24846,BE,ch,
2501,Biel/Bienne,47.1351,7.24846,BE,ch,
2502,Biel/Bienne,47.1487635,7.2498675,BE,ch,
2503,Biel/Bienne,47.133567,7.2577657,BE,ch,
2504,Biel/Bienne,47.1543372,7.2778057,BE,ch,
2505,Biel/Bienne,47.1361344,7.2172194,BE,ch,
2512,Tüscherz-Alfermée,47.1179503,7.1949665,BE,ch,
2512,Tüscherz-Alfermée,47.1179503,7.1949665,BE,ch,
2513,Twann,47.1083135,7.1671014,BE,ch,
2513,Twann,47.1030823,7.1589036,BE,ch,
2513,Twann,47.1018396,7.1750363,BE,ch,
2514,Ligerz,47.0817059,7.1278954,BE,ch,
2514,Ligerz,47.0851233,7.1368597,BE,ch,
2514,Ligerz,47.0817059,7.1278954,BE,ch,
2514,Ligerz,47.0915703,7.1403473,BE,ch,
2515,Prêles,47.0933826,7.1183285,BE,ch,
2516,Lamboing,47.1173739,7.1362656,BE,ch,
2516,Lamboing,47.11297,7.15827,BE,ch,
2517,Diesse,47.1133137,7.1164945,BE,ch,
2518,Nods,47.133,7.05937,BE,ch,
2518,Nods,47.1229372,7.0758606,BE,ch,
2520,La Neuveville,47.0632023,7.0912628,BE,ch,
2523,Lignières,47.0820348,7.0661626,NE,ch,
2525,Le Landeron,47.0581255,7.0730626,NE,ch,
2525,Le Landeron,47.0463498,7.0704289,NE,ch,
2525,Le Landeron,47.04485,7.0693,NE,ch,
2532,Magglingen/Macolin,47.14139,7.216402,BE,ch,
2533,Evilard,47.1498649,7.2324818,BE,ch,
2534,Les Prés-d'Orvin,47.155699,7.1750957,BE,ch,
2534,Orvin,47.1605487,7.2134713,BE,ch,
2535,Frinvillier,47.169073,7.2568416,BE,ch,
2536,Plagne,47.1884206,7.2873336,BE,ch,
2537,Vauffelin,47.1914373,7.3109281,BE,ch,
2538,Romont BE,47.1925468,7.3318848,BE,ch,
2540,Grenchen,47.181566,7.4102839,SO,ch,
2540,Grenchen 1,47.181566,7.4102839,SO,ch,
2540,Grenchen,47.2103528,7.3700494,SO,ch,
2540,Grenchen,47.1636917,7.4066226,SO,ch,
2542,Pieterlen,47.1750981,7.338602,BE,ch,
2543,Lengnau BE,47.18076,7.3692807,BE,ch,
2544,Bettlach,47.2026836,7.4241066,SO,ch,
2545,Selzach,47.205557,7.455571,SO,ch,
2545,Selzach,47.2048271,7.4542951,SO,ch,
2545,Selzach,47.2052957,7.4375078,SO,ch,
2545,Selzach,47.2048271,7.4542951,SO,ch,
2552,Orpund,47.1370696,7.312678,BE,ch,
2552,Orpund,47.1390318,7.3068847,BE,ch,
2553,Safnern,47.1500237,7.3234488,BE,ch,
2554,Meinisberg,47.1596325,7.3479735,BE,ch,
2555,Brügg BE,47.1237068,7.2812588,BE,ch,
2556,Scheuren,47.13287,7.3174056,BE,ch,
2556,Schwadernau,47.1280643,7.303005,BE,ch,
2557,Studen BE,47.1115805,7.3026302,BE,ch,
2558,Aegerten,47.1215095,7.2886279,BE,ch,
2560,Nidau,47.1245176,7.23688,BE,ch,
2562,Port,47.1139246,7.2586348,BE,ch,
2563,Ipsach,47.1143109,7.232491,BE,ch,
2564,Bellmund,47.1002077,7.2433701,BE,ch,
2565,Jens,47.0978169,7.2637382,BE,ch,
2572,Sutz,47.0996163,7.2120532,BE,ch,
2572,Mörigen,47.0898133,7.214277,BE,ch,
2572,Sutz,47.102088,7.2198833,BE,ch,
2575,Gerolfingen,47.0757153,7.198015,BE,ch,
2575,Hagneck,47.0616527,7.1953958,BE,ch,
2575,Täuffelen,47.0616527,7.1953958,BE,ch,
2576,Lüscherz,47.0419877,7.1581803,BE,ch,
2577,Finsterhennen,47.0263567,7.1785058,BE,ch,
2577,Siselen BE,47.03219,7.18979,BE,ch,
2603,Péry,47.19061,7.25117,BE,ch,
2603,Péry,47.1982744,7.2479885,BE,ch,
2603,Péry,47.19281,7.24944,BE,ch,
2604,La Heutte,47.1902134,7.2266479,BE,ch,
2605,Sonceboz-Sombeval,47.1983664,7.1626158,BE,ch,
2605,Sonceboz-Sombeval,47.194341,7.1878201,BE,ch,
2606,Corgémont,47.1824055,7.1436021,BE,ch,
2607,Cortébert,47.194225,7.1112725,BE,ch,
2608,Courtelary,47.1783274,7.0729547,BE,ch,
2608,Montagne-de-Courtelary,47.1615207,7.0854726,BE,ch,
2608,Montagne-de-Courtelary,47.161475,7.118749,BE,ch,
2610,Les Pontins,47.12867,7.00544,BE,ch,
2610,Mont-Crosin,47.162034,6.9975882,BE,ch,
2610,Mont-Soleil,47.162034,6.9975882,BE,ch,
2610,Mont-Soleil,47.1494866,6.947243,BE,ch,
2610,St-Imier,47.1522207,6.9962252,BE,ch,
2612,Cormoret,47.1688472,7.0461976,BE,ch,
2613,Villeret,47.1502579,7.0298613,BE,ch,
2615,Montagne-de-Sonvilier,47.130022,6.9604426,BE,ch,
2615,Sonvilier,47.130022,6.9604426,BE,ch,
2616,Renan BE,47.1143706,6.9061346,BE,ch,
2616,La Cibourg,47.109051,6.9027075,BE,ch,
2616,Renan BE,47.1266021,6.9284973,BE,ch,
2710,Tavannes,47.2200764,7.198526,BE,ch,
2712,Le Fuet,47.2485527,7.1838455,BE,ch,
2712,Le Fuet,47.2614423,7.1875906,BE,ch,
2713,Bellelay,47.2631028,7.1674959,BE,ch,
2714,Le Prédame,47.2576413,7.106874,JU,ch,
2714,Les Genevez JU,47.256641,7.1297166,JU,ch,
2714,Le Prédame,47.24956,7.10345,JU,ch,
2715,Châtelat,47.2722344,7.1941773,BE,ch,
2715,Monible,47.27619,7.20014,BE,ch,
2716,Sornetan,47.2742004,7.2159,BE,ch,
2717,Fornet-Dessous,47.28034,7.17313,BE,ch,
2717,Rebévelier,47.29103,7.19204,BE,ch,
2718,Fornet-Dessus,47.27873,7.15867,JU,ch,
2718,Lajoux JU,47.278876,7.1380556,JU,ch,
2720,La Tanne,47.2235528,7.1491889,BE,ch,
2720,Tramelan,47.2235029,7.102975,BE,ch,
2722,Les Reussilles,47.2345313,7.0699909,BE,ch,
2722,Les Reussilles,47.2324703,7.0736862,BE,ch,
2722,Les Reussilles,47.2245238,7.0836992,BE,ch,
2723,Mont-Tramelan,47.2099768,7.0493634,BE,ch,
2723,Mont-Tramelan,47.2082457,7.0493091,BE,ch,
2732,Reconvilier,47.2354185,7.2135044,BE,ch,
2732,Loveresse,47.2420672,7.2372678,BE,ch,
2732,Reconvilier,47.2347446,7.2259167,BE,ch,
2732,Saicourt,47.2427682,7.2060415,BE,ch,
2732,Saules BE,47.244245,7.2185165,BE,ch,
2733,Pontenet,47.2463812,7.2570932,BE,ch,
2735,Bévilard,47.23717,7.2866,BE,ch,
2735,Champoz,47.255475,7.2985724,BE,ch,
2735,Malleray,47.238447,7.2711449,BE,ch,
2735,Malleray-Bévilard,47.23839,7.27207,BE,ch,
2735,Malleray,47.2568,7.26335,BE,ch,
2736,Sorvilier,47.239516,7.3060745,BE,ch,
2738,Court,47.2395861,7.3368922,BE,ch,
2738,Court,47.244921,7.396008,BE,ch,
2738,Court,47.26327,7.31118,BE,ch,
2740,Moutier,47.2941771,7.3414076,BE,ch,
2740,Moutier,47.2782749,7.3716656,BE,ch,
2742,Perrefitte,47.2790905,7.3216786,BE,ch,
2743,Eschert,47.2755622,7.3992276,BE,ch,
2744,Belprahon,47.2841783,7.4048428,BE,ch,
2745,Grandval,47.283506,7.4252746,BE,ch,
2746,Crémines,47.2833568,7.4397343,BE,ch,
2747,Corcelles BE,47.2853874,7.4551839,BE,ch,
2747,Seehof,47.305596,7.5237787,BE,ch,
2748,Les Ecorcheresses,47.27635,7.28047,BE,ch,
2748,Souboz,47.2740298,7.2431239,BE,ch,
2762,Roches BE,47.3007952,7.3840216,BE,ch,
2800,Delémont,47.3668919,7.3324722,JU,ch,
2800,Delémont 1,47.3613322,7.3458582,JU,ch,
2800,Delémont 2,47.36743,7.342659,JU,ch,
2800,Delémont,47.3658586,7.3598342,JU,ch,
2802,Develier,47.3581278,7.2962254,JU,ch,
2803,Bourrignon,47.3967887,7.244786,JU,ch,
2805,Soyhières,47.38451,7.36454,JU,ch,
2805,Soyhières,47.3904978,7.3690995,JU,ch,
2806,Mettembert,47.3979703,7.3226055,JU,ch,
2807,Lucelle,47.421278,7.246146,JU,ch,
2807,Pleigne,47.4072829,7.2898015,JU,ch,
2812,Movelier,47.4091934,7.3172083,JU,ch,
2813,Ederswiler,47.4265145,7.3355648,JU,ch,
2814,Roggenburg,47.4387775,7.3279104,BL,ch,
2814,Roggenburg,47.4341769,7.3407316,BL,ch,
2822,Courroux,47.3743184,7.370045,JU,ch,
2823,Courcelon,47.3627302,7.3930019,JU,ch,
2824,Vicques,47.3509453,7.4226295,JU,ch,
2824,Vicques,47.3485514,7.4110656,JU,ch,
2825,Courchapoix,47.3487188,7.4558423,JU,ch,
2826,Corban,47.3463044,7.4762419,JU,ch,
2827,Mervelier,47.335945,7.5517785,JU,ch,
2827,Mervelier,47.3437446,7.5000358,JU,ch,
2827,Schelten,47.335945,7.5517785,BE,ch,
2828,Montsevelier,47.3608005,7.5080797,JU,ch,
2829,Vermes,47.3135509,7.4904338,JU,ch,
2829,Vermes,47.3290048,7.4751167,JU,ch,
2830,Courrendlin,47.3393271,7.3734637,JU,ch,
2830,Vellerat,47.3191939,7.3705712,JU,ch,
2832,Rebeuvelier,47.3245762,7.4152297,JU,ch,
2842,Rossemaison,47.3463644,7.3428683,JU,ch,
2843,Châtillon JU,47.331096,7.3457297,JU,ch,
2852,Courtételle,47.3427221,7.3171201,JU,ch,
2853,Courfaivre,47.3343724,7.2850322,JU,ch,
2854,Bassecourt,47.3389072,7.2427009,JU,ch,
