postcodes,town,latitude,longitude,region,country_iso,uk_region
1000,Lausanne,46.567488,6.6809642,VD,ch,
1001,Lausanne,46.2435256,7.3820734,VD,ch,
1002,Lausanne,46.5218203,6.6326647,VD,ch,
1003,Lausanne,46.5207933,6.6314894,VD,ch,
1004,Lausanne,46.5300393,6.6179495,VD,ch,
1005,Lausanne,46.5201391,6.6427496,VD,ch,
1006,Lausanne,46.5096537,6.6360259,VD,ch,
1007,Lausanne,46.516054,6.608998,VD,ch,
1008,Prilly,46.544574,6.605012,VD,ch,
1008,Jouxtens-Mézery,46.55043,6.59874,VD,ch,
1008,Prilly,46.5346449,6.6052401,VD,ch,
1009,Pully,46.513112,6.6596571,VD,ch,
1010,Lausanne,46.53327,6.647725,VD,ch,
1011,Lausanne,46.5256281,6.6418895,VD,ch,
1012,Lausanne,46.5277489,6.6573705,VD,ch,
1014,Lausanne Adm cant VD,46.5205021,6.626834,VD,ch,
1015,Lausanne,46.556672,6.6833783,VD,ch,
1017,Lausanne Charles Veillon SA,46.8383824,6.9731603,VD,ch,
1018,Lausanne,46.5341574,6.6303209,VD,ch,
1019,Lausanne Services spéciaux,46.8383824,6.9731603,VD,ch,
1020,Renens VD,46.53381,6.59137,VD,ch,
1020,Renens VD 1,46.539118,6.582501,VD,ch,
1020,Renens VD 2,46.536955,6.5909451,VD,ch,
1022,Chavannes-près-Renens,46.5278669,6.5718239,VD,ch,
1023,Crissier,46.5518687,6.5743458,VD,ch,
1023,Crissier 1,46.5503564,6.5780278,VD,ch,
1024,Ecublens VD,46.5285135,6.5605744,VD,ch,
1024,Ecublens VD,46.5238969,6.5534096,VD,ch,
1025,St-Sulpice VD,46.5127661,6.56122,VD,ch,
1026,Denges,46.5248345,6.5414283,VD,ch,
1026,Echandens,46.5352022,6.5418995,VD,ch,
1026,Echandens-Denges,46.5371222,6.5369124,VD,ch,
1027,Lonay,46.5266468,6.5205487,VD,ch,
1028,Préverenges,46.5170831,6.5280452,VD,ch,
1029,Villars-Ste-Croix,46.5679792,6.561225,VD,ch,
1030,Bussigny,46.5517429,6.558615,VD,ch,
1031,Mex VD,46.577693,6.5525569,VD,ch,
1032,Romanel-sur-Lausanne,46.5630648,6.603945,VD,ch,
1032,Romanel-sur-Lausanne,46.5738509,6.6166543,VD,ch,
1033,Cheseaux-sur-Lausanne,46.585452,6.6047712,VD,ch,
1033,Cheseaux-sur-Lausanne,46.577108,6.6086563,VD,ch,
1034,Boussens,46.6027375,6.5838525,VD,ch,
1035,Bournens,46.6041957,6.5636887,VD,ch,
1036,Sullens,46.5935962,6.5660091,VD,ch,
1037,Etagnières,46.5998975,6.6129185,VD,ch,
1038,Bercher,46.6920622,6.708587,VD,ch,
1039,Cheseaux Polyval,46.2299333,6.9532768,VD,ch,
1040,Echallens,46.6410996,6.6344508,VD,ch,
1040,St-Barthélemy VD,46.6368795,6.602289,VD,ch,
1040,Villars-le-Terroir,46.65755,6.6390489,VD,ch,
1041,Bottens,46.6169495,6.6603021,VD,ch,
1041,Dommartin,46.6350262,6.6853649,VD,ch,
1041,Dommartin,46.6496,6.70218,VD,ch,
1041,Montaubion-Chardonney,46.6480636,6.7146856,VD,ch,
1041,Naz,46.6581296,6.6957236,VD,ch,
1041,Poliez-le-Grand,46.63767,6.66287,VD,ch,
1041,Poliez-Pittet,46.6274641,6.6819435,VD,ch,
1042,Assens,46.6132945,6.6226762,VD,ch,
1042,Bettens,46.6279889,6.5773317,VD,ch,
1042,Bioley-Orjulaz,46.6212,6.59814,VD,ch,
1043,Sugnens,46.6552,6.67183,VD,ch,
1044,Fey,46.67606,6.68168,VD,ch,
1045,Ogens,46.7104182,6.7234914,VD,ch,
1046,Rueyres,46.6937019,6.6926562,VD,ch,
1047,Oppens,46.7139815,6.691683,VD,ch,
1052,Le Mont-sur-Lausanne,46.5533123,6.6339915,VD,ch,
1053,Bretigny-sur-Morrens,46.5980923,6.641246,VD,ch,
1053,Cugy VD,46.5851396,6.6402929,VD,ch,
1053,Cugy VD,46.5902631,6.6646499,VD,ch,
1054,Morrens VD,46.5910697,6.6256805,VD,ch,
1055,Froideville,46.601503,6.6822073,VD,ch,
1058,Villars-Tiercelin,46.6256905,6.70336,VD,ch,
1059,Peney-le-Jorat,46.6321479,6.728431,VD,ch,
1061,Villars-Mendraz,46.647426,6.7292355,VD,ch,
1062,Sottens,46.6553889,6.7421726,VD,ch,
1063,Boulens,46.6800404,6.7195938,VD,ch,
1063,Chapelle-sur-Moudon,46.6689929,6.7346379,VD,ch,
1063,Martherenges,46.66107,6.75322,VD,ch,
1063,Peyres-Possens,46.6633472,6.7067892,VD,ch,
1063,Peyres-Possens,46.6632987,6.7069838,VD,ch,
1066,Epalinges,46.5488573,6.674199,VD,ch,
1066,Epalinges,46.5438222,6.6604287,VD,ch,
1068,Les Monts-de-Pully,46.535411,6.688348,VD,ch,
1070,Puidoux,46.5068996,6.7847566,VD,ch,
1070,Puidoux,46.5131333,6.7825318,VD,ch,
1071,Chexbres,46.481692,6.7788078,VD,ch,
1071,Chexbres,46.48243,6.79772,VD,ch,
1071,Rivaz,46.4838689,6.7869985,VD,ch,
1071,St-Saphorin (Lavaux),46.4732766,6.7961822,VD,ch,
1072,Forel (Lavaux),46.54338,6.77082,VD,ch,
1073,Savigny,46.54376,6.70522,VD,ch,
1073,Mollie-Margot,46.55668,6.75057,VD,ch,
1073,Savigny,46.5383864,6.7321079,VD,ch,
1076,Ferlens VD,46.5889426,6.7855468,VD,ch,
1077,Servion,46.57147,6.77879,VD,ch,
1078,Essertes,46.5623699,6.7891283,VD,ch,
1080,Les Cullayes,46.5720997,6.7543068,VD,ch,
1081,Montpreveyres,46.5821207,6.7408098,VD,ch,
1082,Corcelles-le-Jorat,46.6064999,6.7422889,VD,ch,
1083,Mézières VD,46.5955273,6.7702883,VD,ch,
1084,Carrouge VD,46.6043933,6.7748157,VD,ch,
1085,Vulliens,46.622324,6.7921344,VD,ch,
1088,Ropraz,46.6152435,6.7515109,VD,ch,
1090,La Croix (Lutry),46.9455933,7.1545243,VD,ch,
1090,La Croix (Lutry),46.5200128,6.7069649,VD,ch,
1091,Aran,46.49828,6.71,VD,ch,
1091,Chenaux,46.4958069,6.7286641,VD,ch,
1091,Grandvaux,46.5069328,6.7238803,VD,ch,
1091,Grandvaux,46.5141626,6.7285407,VD,ch,
1092,Belmont-sur-Lausanne,46.5191267,6.6789123,VD,ch,
1093,La Conversion,46.5152905,6.684432,VD,ch,
1094,Paudex,46.5086319,6.6743056,VD,ch,
1095,Lutry,46.509738,6.699324,VD,ch,
1095,Lutry,46.5145573,6.6863024,VD,ch,
1095,Lutry,46.5063689,6.6923302,VD,ch,
1095,Lutry,46.5063689,6.6923302,VD,ch,
1095,Lutry,46.50728,6.69386,VD,ch,
1096,Cully,46.4897525,6.7283917,VD,ch,
1096,Cully,46.4843953,6.7550393,VD,ch,
1096,Villette (Lavaux),46.4897525,6.7283917,VD,ch,
1097,Riex,46.4934152,6.7362718,VD,ch,
1098,Epesses,46.4935211,6.7464224,VD,ch,
1110,Morges,46.5129601,6.494382,VD,ch,
1110,Morges 1,46.509711,6.4998179,VD,ch,
1110,Morges 2,46.50716,6.485405,VD,ch,
1110,Morges 3,46.518468,6.5003248,VD,ch,
1112,Echichens,46.5260528,6.4982512,VD,ch,
1113,St-Saphorin-sur-Morges,46.5467516,6.4851024,VD,ch,
1114,Colombier VD,46.5563035,6.4728374,VD,ch,
1115,Vullierens,46.5748369,6.4844452,VD,ch,
1116,Cottens VD,46.5720815,6.4539944,VD,ch,
1117,Grancy,46.5920275,6.4642847,VD,ch,
1117,Grancy,46.6055226,6.4594141,VD,ch,
1121,Bremblens,46.5454875,6.5186099,VD,ch,
1122,Romanel-sur-Morges,46.5555532,6.5108738,VD,ch,
1123,Aclens,46.5677921,6.5099601,VD,ch,
1124,Gollion,46.5852808,6.5067932,VD,ch,
1125,Monnaz,46.528668,6.4790064,VD,ch,
1126,Vaux-sur-Morges,46.5355318,6.4632759,VD,ch,
1127,Clarmont,46.5468467,6.4499056,VD,ch,
1128,Reverolle,46.5413758,6.4386829,VD,ch,
1131,Tolochenaz,46.4992863,6.4798958,VD,ch,
1132,Lully VD,46.5050101,6.4641451,VD,ch,
1134,Chigny,46.5198495,6.4770127,VD,ch,
1134,Vufflens-le-Château,46.5250638,6.47441,VD,ch,
1135,Denens,46.51844,6.45656,VD,ch,
1136,Bussy-Chardonney,46.5290671,6.4418597,VD,ch,
1141,Sévery,46.576006,6.4382511,VD,ch,
1142,Pampigny,46.580344,6.4274859,VD,ch,
1143,Apples,46.5521915,6.4289378,VD,ch,
1144,Ballens,46.5543525,6.3753084,VD,ch,
1145,Bière,46.5373765,6.3339687,VD,ch,
1146,Mollens VD,46.5770664,6.363767,VD,ch,
1147,Montricher,46.5997956,6.3758639,VD,ch,
1148,Chavannes-le-Veyron,46.6057547,6.4512676,VD,ch,
1148,Cuarnens,46.6247604,6.4388657,VD,ch,
1148,L'Isle,46.6183489,6.4134809,VD,ch,
1148,La Coudre,46.6389662,6.4026133,VD,ch,
1148,La Praz,46.6674312,6.4271565,VD,ch,
1148,Mauraz,46.6059401,6.4213487,VD,ch,
1148,Moiry VD,46.6488422,6.4536518,VD,ch,
1148,Mont-la-Ville,46.648431,6.366888,VD,ch,
1148,Mont-la-Ville,46.6465391,6.4093478,VD,ch,
1148,Villars-Bozon,46.60658,6.40715,VD,ch,
1149,Berolle,46.558338,6.3369412,VD,ch,
1162,St-Prex,46.4843385,6.4452605,VD,ch,
1163,Etoy,46.4860297,6.4192307,VD,ch,
1164,Buchillon,46.469383,6.4106785,VD,ch,
1165,Allaman,46.4703242,6.3938804,VD,ch,
1166,Perroy,46.4696583,6.3625624,VD,ch,
1167,Lussy-sur-Morges,46.5039593,6.4501996,VD,ch,
1168,Villars-sous-Yens,46.5101868,6.4287151,VD,ch,
1169,Yens,46.5196158,6.4179173,VD,ch,
1170,Aubonne,46.4953291,6.3918325,VD,ch,
1170,Aubonne,46.4871715,6.4010246,VD,ch,
1172,Bougy-Villars,46.47839,6.35303,VD,ch,
1172,Bougy-Villars,46.484909,6.356254,VD,ch,
1173,Féchy,46.47957,6.372875,VD,ch,
1174,Montherod,46.5019713,6.3350575,VD,ch,
1174,Montherod,46.4985692,6.36594,VD,ch,
1174,Pizy,46.4911836,6.3532358,VD,ch,
1175,Lavigny,46.5012496,6.4044008,VD,ch,
1176,St-Livres,46.5076838,6.3875649,VD,ch,
1180,Rolle,46.4733,6.31882,VD,ch,
1180,Rolle,46.4594462,6.3291453,VD,ch,
1180,Tartegnin,46.466421,6.3166357,VD,ch,
1182,Gilly,46.4576159,6.2983682,VD,ch,
1182,Gilly,46.4628166,6.3014644,VD,ch,
1183,Bursins,46.45207,6.2879174,VD,ch,
1184,Luins,46.4428841,6.2736075,VD,ch,
1184,Vinzel,46.4474998,6.2794339,VD,ch,
1185,Mont-sur-Rolle,46.4693048,6.3405436,VD,ch,
1186,Essertines-sur-Rolle,46.492086,6.3173032,VD,ch,
1187,St-Oyens,46.498721,6.3082679,VD,ch,
1188,Gimel,46.5089236,6.3070078,VD,ch,
1188,St-George,46.514293,6.2604696,VD,ch,
1189,Saubraz,46.5143439,6.3304638,VD,ch,
1195,Bursinel,46.4365383,6.3070975,VD,ch,
1195,Dully,46.4365383,6.3070975,VD,ch,
1195,Dully-Bursinel,46.4365383,6.3070975,VD,ch,
1196,Gland,46.4167843,6.2716677,VD,ch,
1197,Prangins,46.3983407,6.2563283,VD,ch,
1200,Genève,46.211672,6.134562,GE,ch,
1201,Genève,46.2095516,6.1450463,GE,ch,
1202,Genève,46.2218641,6.1393057,GE,ch,
1203,Genève,46.2059929,6.1219092,GE,ch,
1204,Genève,46.2035452,6.1451503,GE,ch,
1205,Genève,46.1902742,6.1464841,GE,ch,
1206,Genève,46.1896788,6.1575397,GE,ch,
1207,Genève,46.2050242,6.1622535,GE,ch,
1208,Genève,46.1976084,6.1662456,GE,ch,
1209,Genève,46.2214936,6.1238396,GE,ch,
1211,Genève 1,46.2073038,6.1477697,GE,ch,
1211,Genève 10,46.229999,6.128719,GE,ch,
1211,Genève 11,46.229999,6.128719,GE,ch,
1211,Genève 12,46.229999,6.128719,GE,ch,
1211,Genève 13,46.229999,6.128719,GE,ch,
1211,Genève 14,46.229999,6.128719,GE,ch,
1211,Genève 17,46.229999,6.128719,GE,ch,
1211,Genève 19,46.191076,6.1441234,GE,ch,
1211,Genève 2,46.201346,6.148256,GE,ch,
1211,Genève 20,46.229999,6.128719,GE,ch,
1211,Genève 21,46.229999,6.128719,GE,ch,
1211,Genève 22,46.229999,6.128719,GE,ch,
1211,Genève 23,46.229999,6.128719,GE,ch,
1211,Genève 26,46.229999,6.128719,GE,ch,
1211,Genève 27,46.229999,6.128719,GE,ch,
1211,Genève 28,46.229999,6.128719,GE,ch,
1211,Genève 3,46.229999,6.128719,GE,ch,
1211,Genève 4,46.2000323,6.1638785,GE,ch,
1211,Genève 5,46.2000323,6.1638785,GE,ch,
1211,Genève 6,46.2030137,6.1573693,GE,ch,
1211,Genève 7,46.2091832,6.1390686,GE,ch,
1211,Genève 70,46.229999,6.128719,GE,ch,
1211,Genève 71 CS CP,46.2000323,6.1638785,GE,ch,
1211,Genève 73,46.229999,6.128719,GE,ch,
1211,Genève 8,46.2011306,6.1281439,GE,ch,
1211,Genève 84 Votations,46.2000323,6.1638785,GE,ch,
1212,Grand-Lancy,46.1617643,6.1105463,GE,ch,
1212,Grand-Lancy,46.1781048,6.1233726,GE,ch,
1212,Grand-Lancy 1,46.1870115,6.1238976,GE,ch,
1212,Grand-Lancy,46.1772299,6.1213228,GE,ch,
1212,Grand-Lancy,46.1627637,6.1284297,GE,ch,
1213,Petit-Lancy,46.1945732,6.1110751,GE,ch,
1213,Onex,46.183541,6.1002345,GE,ch,
1213,Petit-Lancy,46.1923106,6.1155847,GE,ch,
1213,Petit-Lancy 1,46.1901112,6.1182661,GE,ch,
1214,Vernier,46.2153264,6.0819838,GE,ch,
1215,Genève 15 Aéroport,46.2372458,6.1158639,GE,ch,
1216,Cointrin,46.2265356,6.1040385,GE,ch,
1217,Meyrin,46.2415761,6.0858228,GE,ch,
1217,Meyrin,46.2349075,6.0749791,GE,ch,
1217,Meyrin 1,46.232133,6.082336,GE,ch,
1217,Meyrin 2,46.228225,6.072414,GE,ch,
1218,Le Grand-Saconnex,46.234773,6.122495,GE,ch,
1218,Le Grand-Saconnex,46.234773,6.122495,GE,ch,
1219,Aïre,46.2071753,6.0998024,GE,ch,
1219,Châtelaine,46.2071753,6.0998024,GE,ch,
1219,Le Lignon,46.2071753,6.0998024,GE,ch,
1220,Les Avanchets,46.2204903,6.1089423,GE,ch,
1222,Vésenaz,46.2445366,6.2086388,GE,ch,
1222,Vésenaz,46.23475,6.20388,GE,ch,
1222,Vésenaz,46.2492381,6.2215834,GE,ch,
1222,Vésenaz,46.254,6.22235,GE,ch,
1222,Vésenaz,46.23936,6.19754,GE,ch,
1223,Cologny,46.2122077,6.1848004,GE,ch,
1224,Chêne-Bougeries,46.1976731,6.1872455,GE,ch,
1225,Chêne-Bourg,46.19735,6.19731,GE,ch,
1225,Chêne-Bourg,46.6185424,7.1386094,GE,ch,
1225,Chêne-Bourg,46.19735,6.19731,GE,ch,
1225,Chêne-Bourg,46.1837441,6.1850573,GE,ch,
1226,Thônex,46.1928374,6.202767,GE,ch,
1227,Carouge GE,46.1829674,6.1378539,GE,ch,
1227,Carouge GE,46.187006,6.1336801,GE,ch,
1227,Les Acacias,46.1861243,6.1344098,GE,ch,
1228,Plan-les-Ouates,46.1655214,6.116018,GE,ch,
1231,Conches,46.186351,6.1755179,GE,ch,
1232,Confignon,46.1740305,6.0835592,GE,ch,
1233,Bernex,46.1771419,6.0764849,GE,ch,
1233,Bernex,46.1771419,6.0764849,GE,ch,
1233,Bernex,46.1771419,6.0764849,GE,ch,
1233,Bernex,46.16338,6.07303,GE,ch,
1233,Bernex,46.1771419,6.0764849,GE,ch,
1234,Vessy,46.1722951,6.1446877,GE,ch,
1234,Vessy,46.1824417,6.1666044,GE,ch,
1236,Cartigny,46.1741622,6.0195753,GE,ch,
1237,Avully,46.1696093,6.0013782,GE,ch,
1239,Collex,46.2781565,6.1129842,GE,ch,
1239,Collex,46.2806484,6.1183429,GE,ch,
1239,Collex,46.2624516,6.1222817,GE,ch,
1240,Genève,46.199444,6.1451157,GE,ch,
1241,Puplinge,46.2105553,6.2317139,GE,ch,
1241,Puplinge,46.2105553,6.2317139,GE,ch,
1242,Satigny,46.22346,6.03876,GE,ch,
1242,Satigny,46.22257,6.02768,GE,ch,
1242,Satigny,46.21055,6.02128,GE,ch,
1242,Satigny,46.20109,6.04288,GE,ch,
1242,Satigny,46.215764,6.0332425,GE,ch,
1243,Presinge,46.21208,6.25163,GE,ch,
1243,Presinge,46.218603,6.2535283,GE,ch,
1244,Choulex,46.220249,6.223224,GE,ch,
1244,Choulex,46.2243403,6.2266636,GE,ch,
1245,Collonge-Bellerive,46.2568613,6.2029085,GE,ch,
1246,Corsier GE,46.2626285,6.2294181,GE,ch,
1247,Anières,46.2746564,6.2292391,GE,ch,
1247,Anières,46.28462,6.23994,GE,ch,
1248,Hermance,46.2905303,6.246758,GE,ch,
1251,Gy,46.2495945,6.2547728,GE,ch,
1251,Gy,46.2506196,6.2485643,GE,ch,
1252,Meinier,46.2393861,6.244161,GE,ch,
1252,Meinier,46.2467593,6.2343577,GE,ch,
1253,Vandoeuvres,46.2185,6.19822,GE,ch,
1253,Vandoeuvres,46.2298,6.20589,GE,ch,
1253,Vandoeuvres,46.2213459,6.202417,GE,ch,
1254,Jussy,46.2347656,6.2652187,GE,ch,
1254,Jussy,46.2289531,6.2574315,GE,ch,
1254,Jussy,46.2420974,6.3065767,GE,ch,
1255,Veyrier,46.178003,6.1826345,GE,ch,
1255,Veyrier,46.1695143,6.1755464,GE,ch,
1256,Troinex,46.1612237,6.1513978,GE,ch,
1257,La Croix-de-Rozon,46.1503619,6.1052649,GE,ch,
1257,La Croix-de-Rozon,46.1480189,6.1181885,GE,ch,
1257,La Croix-de-Rozon,46.14465,6.13602,GE,ch,
1257,La Croix-de-Rozon,46.1444076,6.1298295,GE,ch,
1258,Perly,46.1565,6.08236,GE,ch,
1258,Perly,46.1553483,6.0945809,GE,ch,
1260,Nyon,46.3767984,6.2245497,VD,ch,
1260,Nyon,46.3805092,6.2298735,VD,ch,
1260,Nyon 1,46.3765573,6.2265601,VD,ch,
1260,Nyon 2,46.3841891,6.2180005,VD,ch,
1261,Le Vaud,46.4781748,6.2388488,VD,ch,
1261,Longirod,46.4951923,6.2585349,VD,ch,
1261,Marchissy,46.4878378,6.2470386,VD,ch,
1262,Eysins,46.381576,6.2088848,VD,ch,
1263,Crassier,46.3744662,6.1635803,VD,ch,
1264,St-Cergue,46.4547841,6.1123853,VD,ch,
1264,St-Cergue,46.4431161,6.1420428,VD,ch,
1265,La Cure,46.4556345,6.0884027,VD,ch,
1266,Duillier,46.4095455,6.2367825,VD,ch,
1267,Coinsins,46.4245549,6.2361235,VD,ch,
1267,Vich,46.4288507,6.2504103,VD,ch,
1267,Vich-Coinsins,46.4256115,6.2425618,VD,ch,
1268,Begnins,46.4408426,6.2477524,VD,ch,
1268,Burtigny,46.4675773,6.2569481,VD,ch,
1269,Bassins,46.4662366,6.2315413,VD,ch,
1270,Trélex,46.4153505,6.2048921,VD,ch,
1271,Givrins,46.428946,6.2018779,VD,ch,
1272,Genolier,46.4349956,6.217922,VD,ch,
1273,Arzier-Le Muids,46.4539308,6.2197184,VD,ch,
1274,Grens,46.3931344,6.1908042,VD,ch,
1274,Signy,46.39011,6.19644,VD,ch,
1274,Signy-Centre,46.397494,6.205832,VD,ch,
1275,Chéserex,46.40057,6.17475,VD,ch,
1276,Gingins,46.4256801,6.1523667,VD,ch,
1277,Arnex-sur-Nyon,46.3752208,6.1915674,VD,ch,
1277,Borex,46.3786499,6.1774963,VD,ch,
1278,La Rippe,46.3815158,6.150842,VD,ch,
1279,Bogis-Bossey,46.352546,6.1654551,VD,ch,
1279,Chavannes-de-Bogis,46.3435262,6.1621477,VD,ch,
1281,Russin,46.1880652,6.0135719,GE,ch,
1283,Dardagny,46.1947347,5.9949263,GE,ch,
1283,Dardagny,46.2052787,5.9883767,GE,ch,
1283,La Plaine,46.1777336,6.0014166,GE,ch,
1283,Dardagny,46.21052,5.98829,GE,ch,
1284,Chancy,46.1494996,5.9727228,GE,ch,
1285,Athenaz (Avusy),46.15474,6.0069,GE,ch,
1285,Athenaz (Avusy),46.1444638,6.0122909,GE,ch,
1285,Athenaz (Avusy),46.15474,6.0069,GE,ch,
1286,Soral,46.1444245,6.043746,GE,ch,
1287,Laconnex,46.1556213,6.0359714,GE,ch,
1288,Aire-la-Ville,46.1905583,6.0428984,GE,ch,
1289,Genève Services Spéciaux,46.199444,6.1451157,GE,ch,
1290,Chavannes-des-Bois,46.3158782,6.1332926,VD,ch,
1290,Versoix,46.2876938,6.1657813,GE,ch,
1290,Versoix,46.2795782,6.135844,GE,ch,
1290,Versoix,46.3118509,6.1208684,GE,ch,
1290,Versoix,46.2876938,6.1657813,GE,ch,
1291,Commugny,46.3187046,6.1774577,VD,ch,
1292,Chambésy,46.2430456,6.142291,GE,ch,
1292,Chambésy,46.2341791,6.1393268,GE,ch,
1293,Bellevue,46.2557621,6.1471443,GE,ch,
1293,Bellevue,46.2558494,6.1311553,GE,ch,
1293,Bellevue,46.249944,6.14734,GE,ch,
1293,Bellevue,46.26089,6.14312,GE,ch,
1294,Genthod,46.26376,6.16132,GE,ch,
1294,Genthod,46.2644048,6.1546616,GE,ch,
1294,Genthod,46.27075,6.15879,GE,ch,
1295,Mies,46.3073871,6.1577497,VD,ch,
1295,Mies-Tannay,46.3073871,6.1577497,VD,ch,
1295,Tannay,46.3073871,6.1577497,VD,ch,
1296,Coppet,46.3223826,6.1918873,VD,ch,
1297,Founex,46.3360646,6.1699423,VD,ch,
1297,Founex,46.3372556,6.1838751,VD,ch,
1298,Céligny,46.3508127,6.1821823,GE,ch,
1298,Céligny,46.3537605,6.190269,GE,ch,
1299,Crans-près-Céligny,46.364906,6.2067596,VD,ch,
1302,Vufflens-la-Ville,46.5787989,6.539418,VD,ch,
1303,Penthaz,46.5993131,6.5392512,VD,ch,
1304,Allens,46.6167616,6.4981157,VD,ch,
1304,Cossonay-Ville,46.6140944,6.507171,VD,ch,
1304,Dizy,46.6339032,6.4956006,VD,ch,
1304,Senarclens,46.6003663,6.4869682,VD,ch,
1305,Penthalaz,46.6102563,6.5256764,VD,ch,
1305,Penthalaz,46.6097989,6.5254402,VD,ch,
1306,Daillens,46.6205182,6.5485233,VD,ch,
1307,Lussery-Villars,46.6303375,6.5247429,VD,ch,
1307,Lussery-Villars,46.6304666,6.5249187,VD,ch,
1308,La Chaux (Cossonay),46.6180404,6.4755846,VD,ch,
1312,Eclépens,46.6525234,6.5296659,VD,ch,
1313,Ferreyres,46.6583354,6.4856196,VD,ch,
1315,La Sarraz,46.6582337,6.5126843,VD,ch,
1316,Chevilly,46.6425155,6.4768334,VD,ch,
1317,Orny,46.6673781,6.5260641,VD,ch,
1318,Pompaples,46.6667994,6.5107091,VD,ch,
1318,Pompaples,46.6669874,6.5038564,VD,ch,
1321,Arnex-sur-Orbe,46.6938865,6.5187451,VD,ch,
1322,Croy,46.6940322,6.4771608,VD,ch,
1323,Romainmôtier,46.69037,6.45836,VD,ch,
1323,Romainmôtier,46.6891749,6.4603369,VD,ch,
1324,Premier,46.704421,6.4445824,VD,ch,
1325,Vaulion,46.6879021,6.3889387,VD,ch,
1326,Juriens,46.6913802,6.448674,VD,ch,
1329,Bretonnières,46.7120876,6.4743168,VD,ch,
1337,Vallorbe,46.73073,6.38663,VD,ch,
1337,Vallorbe,46.7161058,6.3992958,VD,ch,
1337,Vallorbe,46.7119965,6.3791102,VD,ch,
1338,Ballaigues,46.7296887,6.4159236,VD,ch,
1341,Orient,46.5910645,6.2647257,VD,ch,
1342,Le Pont,46.6686176,6.3282833,VD,ch,
1343,Les Charbonnières,46.6662974,6.315135,VD,ch,
1344,L'Abbaye,46.6364247,6.320202,VD,ch,
1345,Le Lieu,46.6452252,6.2482269,VD,ch,
1345,Le Séchey,46.6596156,6.2990458,VD,ch,
1345,Le Lieu,46.6315572,6.2610299,VD,ch,
1346,Les Bioux,46.6210206,6.2706192,VD,ch,
1346,Les Bioux,46.6299,6.28764,VD,ch,
1347,Le Sentier,46.6060254,6.2321667,VD,ch,
1347,Le Sentier,46.613936,6.2374994,VD,ch,
1347,Le Sentier,46.6239582,6.2508688,VD,ch,
1347,Le Sentier,46.6060254,6.2321667,VD,ch,
1347,Le Solliat,46.6198269,6.2347568,VD,ch,
1348,Le Brassus,46.5818772,6.2116101,VD,ch,
1348,Le Brassus,46.5667952,6.2300487,VD,ch,
1350,Orbe,46.7293301,6.5323588,VD,ch,
1352,Agiez,46.720125,6.5097535,VD,ch,
1353,Bofflens,46.705068,6.4982378,VD,ch,
1354,Montcherand,46.73381,6.50864,VD,ch,
1355,L'Abergement,46.7535471,6.4879443,VD,ch,
1355,Sergey,46.75062,6.49966,VD,ch,
1356,La Russille,46.7364589,6.4795394,VD,ch,
1356,Les Clées,46.7316468,6.4628129,VD,ch,
1357,Lignerolle,46.7399571,6.4565477,VD,ch,
1358,Valeyres-sous-Rances,46.7533504,6.5257891,VD,ch,
1372,Bavois,46.6860182,6.5653718,VD,ch,
1373,Chavornay,46.7088129,6.5707689,VD,ch,
1374,Corcelles-sur-Chavornay,46.7029453,6.5996501,VD,ch,
1375,Penthéréaz,46.6818033,6.6037281,VD,ch,
1376,Eclagnens,46.6521988,6.5924467,VD,ch,
1376,Goumoens-la-Ville,46.6579503,6.6048861,VD,ch,
1376,Goumoens-le-Jux,46.6657323,6.5875268,VD,ch,
1377,Oulens-sous-Echallens,46.6419446,6.5770662,VD,ch,
1400,Cheseaux-Noréaz,46.7820058,6.6719386,VD,ch,
1400,Yverdon-les-Bains,46.77895,6.67241,VD,ch,
1400,Yverdon 2,46.773114,6.631682,VD,ch,
1400,Yverdon-les-Bains,46.7784736,6.641183,VD,ch,
1401,Yverdon-les-Bains,46.7650721,6.6159996,VD,ch,
1404,Cuarny,46.7704322,6.6893549,VD,ch,
1404,Villars-Epeney,46.7809758,6.6966947,VD,ch,
1405,Pomy,46.7601259,6.6679184,VD,ch,
1406,Cronay,46.7571978,6.6968245,VD,ch,
1407,Bioley-Magnoux,46.7269672,6.7114717,VD,ch,
1407,Donneloye,46.7429065,6.7140683,VD,ch,
1407,Gossens,46.7400869,6.701653,VD,ch,
1407,Mézery-près-Donneloye,46.74902,6.72721,VD,ch,
1408,Prahins,46.7344381,6.7404251,VD,ch,
1409,Chanéaz,46.7296682,6.7426149,VD,ch,
1410,Correvon,46.71547,6.73763,VD,ch,
1410,Denezy,46.7211621,6.7836319,VD,ch,
1410,Prévondavaux,46.7279209,6.7932597,FR,ch,
1410,St-Cierges,46.6898931,6.7348962,VD,ch,
1410,Thierrens,46.7040793,6.753842,VD,ch,
1412,Ursins,46.7349173,6.6684647,VD,ch,
1412,Valeyres-sous-Ursins,46.7462973,6.6555817,VD,ch,
1413,Orzens,46.7241277,6.6839128,VD,ch,
1415,Démoret,46.7473825,6.7567152,VD,ch,
1415,Molondin,46.7603344,6.749057,VD,ch,
1416,Pailly,46.700334,6.6742913,VD,ch,
1417,Epautheyres,46.7383415,6.640529,VD,ch,
1417,Essertines-sur-Yverdon,46.7155103,6.6394087,VD,ch,
1417,Essertines-sur-Yverdon,46.71651,6.65369,VD,ch,
1418,Vuarrens,46.69306,6.6465,VD,ch,
