postcodes,town,state,state_code,province,latitude,longitude,country_iso_alpha2,country_iso_alpha3,country_iso_numeric
20067,Tribiano,Lombardia,,Milano,45.4125,9.3796,IT,ITA,380
20068,Bettola,Lombardia,,Milano,45.3325,9.0207,IT,ITA,380
20069,Vaprio D'Adda,Lombardia,,Milano,45.576,9.5322,IT,ITA,380
20070,Cerro Al Lambro,Lombardia,,Milano,45.331,9.3416,IT,ITA,380
20077,Melegnano,Lombardia,,Milano,45.3569,9.323,IT,ITA,380
20078,San Colombano Al Lambro,Lombardia,,Milano,45.1821,9.4936,IT,ITA,380
20080,Moirago,Lombardia,,Milano,45.3573,9.1292,IT,ITA,380
20081,Abbiategrasso,Lombardia,,Milano,45.393,8.9198,IT,ITA,380
20082,Santa Corinna,Lombardia,,Milano,45.3567,9.0796,IT,ITA,380
20083,Gaggiano,Lombardia,,Milano,45.4063,9.0335,IT,ITA,380
20084,Lacchiarella,Lombardia,,Milano,45.3179,9.1391,IT,ITA,380
20085,Locate Di Triulzi,Lombardia,,Milano,45.3579,9.2252,IT,ITA,380
20086,Motta Visconti,Lombardia,,Milano,45.2872,8.9927,IT,ITA,380
20087,Castellazzo De' Barzi,Lombardia,,Milano,45.4421,8.8993,IT,ITA,380
20088,Gudo Visconti,Lombardia,,Milano,45.3738,9.0016,IT,ITA,380
20089,Quinto De Stampi,Lombardia,,Milano,45.3955,9.1695,IT,ITA,380
20090,Pantigliate,Lombardia,,Milano,45.4334,9.352,IT,ITA,380
20091,Bresso,Lombardia,,Milano,45.5371,9.1914,IT,ITA,380
20092,Cinisello Balsamo,Lombardia,,Milano,45.554,9.2243,IT,ITA,380
20093,San Maurizio Al Lambro,Lombardia,,Milano,45.5464,9.2684,IT,ITA,380
20094,Corsico,Lombardia,,Milano,45.4293,9.1099,IT,ITA,380
20095,Milanino,Lombardia,,Milano,45.5507,9.1814,IT,ITA,380
20096,Seggiano,Lombardia,,Milano,45.4876,9.3224,IT,ITA,380
20097,Sorigherio,Lombardia,,Milano,45.4062,9.2324,IT,ITA,380
20098,Borgo Lombardo,Lombardia,,Milano,45.7237,8.6785,IT,ITA,380
20099,Sesto San Giovanni,Lombardia,,Milano,45.5358,9.2389,IT,ITA,380
46010,Levata,Lombardia,,Mantova,45.1235,10.7672,IT,ITA,380
46011,Mosio,Lombardia,,Mantova,45.1513,10.4786,IT,ITA,380
46012,Bozzolo,Lombardia,,Mantova,45.1034,10.485,IT,ITA,380
46013,Canneto Sull'Oglio,Lombardia,,Mantova,45.1538,10.3821,IT,ITA,380
46014,Ospitaletto Mantovano,Lombardia,,Mantova,45.1497,10.6312,IT,ITA,380
46017,Cividale Mantovano,Lombardia,,Mantova,45.067,10.4902,IT,ITA,380
46018,Ponteterra,Lombardia,,Mantova,44.9945,10.463,IT,ITA,380
46019,Cicognara,Lombardia,,Mantova,44.9434,10.4745,IT,ITA,380
46020,Polesine,Lombardia,,Mantova,44.9859,10.8041,IT,ITA,380
46022,Felonica,Lombardia,,Mantova,44.98,11.3549,IT,ITA,380
46023,Bondeno Di Gonzaga,Lombardia,,Mantova,44.9447,10.8538,IT,ITA,380
46024,Bondanello,Lombardia,,Mantova,44.9609,10.9488,IT,ITA,380
46025,Poggio Rusco,Lombardia,,Mantova,44.976,11.1199,IT,ITA,380
46026,Nuvolato,Lombardia,,Mantova,45.0319,11.0062,IT,ITA,380
46027,Portiolo,Lombardia,,Mantova,45.0477,10.8628,IT,ITA,380
46028,Moglia Di Sermide,Lombardia,,Mantova,45.0141,11.266,IT,ITA,380
46029,Brusatasso,Lombardia,,Mantova,44.9811,10.7833,IT,ITA,380
46030,Pomponesco,Lombardia,,Mantova,44.9283,10.5922,IT,ITA,380
46031,Bagnolo San Vito,Lombardia,,Mantova,45.0893,10.8764,IT,ITA,380
46032,Castelbelforte,Lombardia,,Mantova,45.2131,10.8936,IT,ITA,380
46033,Castel D'Ario,Lombardia,,Mantova,45.1889,10.9756,IT,ITA,380
46035,Correggioli,Lombardia,,Mantova,45.0674,11.1681,IT,ITA,380
46036,Revere,Lombardia,,Mantova,45.0546,11.1324,IT,ITA,380
46037,Governolo,Lombardia,,Mantova,45.0876,10.9582,IT,ITA,380
46039,Villimpenta,Lombardia,,Mantova,45.1447,11.0282,IT,ITA,380
46040,Piubega,Lombardia,,Mantova,45.2288,10.5353,IT,ITA,380
46041,Castelnuovo,Lombardia,,Mantova,45.2484,10.4566,IT,ITA,380
46042,Castel Goffredo,Lombardia,,Mantova,45.2975,10.4786,IT,ITA,380
46043,Castiglione Delle Stiviere,Lombardia,,Mantova,45.3902,10.4883,IT,ITA,380
46044,Solarolo,Lombardia,,Mantova,45.2389,10.5985,IT,ITA,380
46045,Pozzolo,Lombardia,,Mantova,45.3049,10.7164,IT,ITA,380
46046,Medole,Lombardia,,Mantova,45.3253,10.5142,IT,ITA,380
46047,Soave,Lombardia,,Mantova,45.1972,10.7215,IT,ITA,380
46048,Pellaloco,Lombardia,,Mantova,45.2853,10.8174,IT,ITA,380
46049,Volta Mantovana,Lombardia,,Mantova,45.3222,10.6594,IT,ITA,380
41010,Limidi,Emilia-Romagna,,Modena,44.763,10.9283,IT,ITA,380
41011,Campogalliano,Emilia-Romagna,,Modena,44.6902,10.8438,IT,ITA,380
41012,Cortile,Emilia-Romagna,,Modena,44.7968,10.9691,IT,ITA,380
41013,Manzolino,Emilia-Romagna,,Modena,44.5967,11.1019,IT,ITA,380
41014,Levizzano Rangone,Emilia-Romagna,,Modena,44.4858,10.9089,IT,ITA,380
41015,Nonantola,Emilia-Romagna,,Modena,44.6766,11.0356,IT,ITA,380
41016,Novi Di Modena,Emilia-Romagna,,Modena,44.8914,10.9025,IT,ITA,380
41017,Stuffione,Emilia-Romagna,,Modena,44.7535,11.1187,IT,ITA,380
41018,San Cesario Sul Panaro,Emilia-Romagna,,Modena,44.562,11.0342,IT,ITA,380
41019,Appalto,Emilia-Romagna,,Modena,44.723,10.9072,IT,ITA,380
41020,Groppo,Emilia-Romagna,,Modena,44.2363,10.6435,IT,ITA,380
41021,Fanano,Emilia-Romagna,,Modena,44.2084,10.7938,IT,ITA,380
41022,Dogana Nuova,Emilia-Romagna,,Modena,44.1678,10.6412,IT,ITA,380
41023,Cadignano,Emilia-Romagna,,Modena,44.3383,10.5234,IT,ITA,380
41025,Acquaria,Emilia-Romagna,,Modena,44.2785,10.7638,IT,ITA,380
41026,Camatta,Emilia-Romagna,,Modena,44.311,10.7956,IT,ITA,380
41027,Sant'Anna Pelago,Emilia-Romagna,,Modena,44.1907,10.5522,IT,ITA,380
41028,Montagnana,Emilia-Romagna,,Modena,44.4802,10.8317,IT,ITA,380
41029,Castellaro,Emilia-Romagna,,Modena,44.1596,10.9392,IT,ITA,380
41030,Gorghetto,Emilia-Romagna,,Modena,44.7719,11.0732,IT,ITA,380
41031,Camposanto,Emilia-Romagna,,Modena,44.7882,11.1376,IT,ITA,380
41032,Cavezzo,Emilia-Romagna,,Modena,44.8373,11.0297,IT,ITA,380
41033,San Giovanni,Emilia-Romagna,,Modena,44.5091,11.0477,IT,ITA,380
41034,Reno Finalese,Emilia-Romagna,,Modena,44.8344,11.3206,IT,ITA,380
41035,Massa Finalese,Emilia-Romagna,,Modena,44.8513,11.213,IT,ITA,380
41036,Camurana,Emilia-Romagna,,Modena,44.8635,11.0803,IT,ITA,380
41037,Mortizzuolo,Emilia-Romagna,,Modena,44.8796,11.14,IT,ITA,380
41038,Dogaro,Emilia-Romagna,,Modena,44.8105,11.1906,IT,ITA,380
41039,San Possidonio,Emilia-Romagna,,Modena,44.8917,10.998,IT,ITA,380
41040,Polinago,Emilia-Romagna,,Modena,44.3458,10.7245,IT,ITA,380
41042,Ubersetto,Emilia-Romagna,,Modena,44.5514,10.8571,IT,ITA,380
41043,Formigine,Emilia-Romagna,,Modena,44.5772,10.8487,IT,ITA,380
41044,Riccovolto,Emilia-Romagna,,Modena,44.2589,10.5514,IT,ITA,380
41045,Montefiorino,Emilia-Romagna,,Modena,44.3514,10.6231,IT,ITA,380
41046,Boccassuolo,Emilia-Romagna,,Modena,44.2844,10.6152,IT,ITA,380
41048,Montebaranzone,Emilia-Romagna,,Modena,44.4788,10.7753,IT,ITA,380
41049,Sassuolo,Emilia-Romagna,,Modena,44.5441,10.7849,IT,ITA,380
41051,Montale,Emilia-Romagna,,Modena,44.5705,10.9056,IT,ITA,380
41052,Pieve Trebbio,Emilia-Romagna,,Modena,44.3987,10.9503,IT,ITA,380
41053,Pozza,Emilia-Romagna,,Modena,44.5284,10.8939,IT,ITA,380
41054,Villa Bianca,Emilia-Romagna,,Modena,44.8551,11.3447,IT,ITA,380
41055,Castelluccio,Emilia-Romagna,,Modena,44.2657,10.9315,IT,ITA,380
41056,Formica,Emilia-Romagna,,Modena,44.4914,11.0881,IT,ITA,380
41057,San Vito,Emilia-Romagna,,Modena,44.5577,10.9758,IT,ITA,380
41058,Vignola,Emilia-Romagna,,Modena,44.4781,11.008,IT,ITA,380
41059,Montealbano,Emilia-Romagna,,Modena,44.3636,10.9869,IT,ITA,380
54010,Podenzana,Toscana,,Massa-Carrara,44.2074,9.9431,IT,ITA,380
54011,Caprigliola,Toscana,,Massa-Carrara,44.1747,9.935,IT,ITA,380
54012,Tresana,Toscana,,Massa-Carrara,44.2553,9.9139,IT,ITA,380
54013,Gragnola,Toscana,,Massa-Carrara,44.1927,10.1085,IT,ITA,380
54014,Codiponte,Toscana,,Massa-Carrara,44.1905,10.1492,IT,ITA,380
54015,Comano,Toscana,,Massa-Carrara,44.2944,10.1322,IT,ITA,380
54016,Monti,Toscana,,Massa-Carrara,44.2513,10.0155,IT,ITA,380
54021,Corlaga,Toscana,,Massa-Carrara,44.3311,9.9952,IT,ITA,380
54023,Filattiera,Toscana,,Massa-Carrara,44.3311,9.9342,IT,ITA,380
54026,Groppoli,Toscana,,Massa-Carrara,44.2072,10.1078,IT,ITA,380
54027,Guinadi,Toscana,,Massa-Carrara,44.4293,9.8368,IT,ITA,380
54028,Filetto,Toscana,,Massa-Carrara,44.3018,9.9608,IT,ITA,380
54029,Chiesa Di Rossano,Toscana,,Massa-Carrara,44.3363,9.7686,IT,ITA,380
54033,Fossone,Toscana,,Massa-Carrara,44.0676,10.046,IT,ITA,380
54035,Fosdinovo,Toscana,,Massa-Carrara,44.1333,10.0176,IT,ITA,380
54038,Cerreto,Toscana,,Massa-Carrara,44.025,10.1738,IT,ITA,380
75010,Garaguso,Basilicata,,Matera,40.5496,16.2281,IT,ITA,380
75011,Accettura,Basilicata,,Matera,40.492,16.1589,IT,ITA,380
75012,Serra Marina,Basilicata,,Matera,40.445,16.7816,IT,ITA,380
75013,Macchia,Basilicata,,Matera,40.4713,16.5025,IT,ITA,380
75014,Grassano,Basilicata,,Matera,40.6327,16.2835,IT,ITA,380
75015,Pisticci,Basilicata,,Matera,40.3917,16.5546,IT,ITA,380
75016,Pomarico,Basilicata,,Matera,40.5156,16.5488,IT,ITA,380
75017,Salandra,Basilicata,,Matera,40.5281,16.3195,IT,ITA,380
75018,Stigliano,Basilicata,,Matera,40.4035,16.2277,IT,ITA,380
75019,Calle,Basilicata,,Matera,40.6839,16.1338,IT,ITA,380
75020,Nova Siri,Basilicata,,Matera,40.149,16.5414,IT,ITA,380
75021,Colobraro,Basilicata,,Matera,40.1885,16.426,IT,ITA,380
75022,Taccone,Basilicata,,Matera,40.7985,16.1628,IT,ITA,380
75023,Montalbano Jonico,Basilicata,,Matera,40.2909,16.5658,IT,ITA,380
75024,Montescaglioso,Basilicata,,Matera,40.5533,16.6679,IT,ITA,380
75025,Policoro,Basilicata,,Matera,40.213,16.6783,IT,ITA,380
75026,Rotondella,Basilicata,,Matera,40.1724,16.5264,IT,ITA,380
75027,San Giorgio Lucano,Basilicata,,Matera,40.1108,16.3876,IT,ITA,380
75028,Caprarico,Basilicata,,Matera,40.3078,16.4042,IT,ITA,380
75029,Valsinni,Basilicata,,Matera,40.1709,16.4444,IT,ITA,380
80010,Quarto,Campania,,Napoli,40.8778,14.1403,IT,ITA,380
80011,Acerra,Campania,,Napoli,40.9517,14.3772,IT,ITA,380
80012,Calvizzano,Campania,,Napoli,40.9066,14.1864,IT,ITA,380
80013,Licignano Di Napoli,Campania,,Napoli,40.9155,14.3546,IT,ITA,380
80014,Lago Patria,Campania,,Napoli,40.9197,14.0253,IT,ITA,380
80016,Torre Piscitelli,Campania,,Napoli,41.0897,15.1708,IT,ITA,380
80017,Melito Di Napoli,Campania,,Napoli,40.9216,14.2309,IT,ITA,380
80018,Mugnano Di Napoli,Campania,,Napoli,40.9124,14.2061,IT,ITA,380
80019,Qualiano,Campania,,Napoli,40.9185,14.1531,IT,ITA,380
80020,Casavatore,Campania,,Napoli,40.9003,14.2775,IT,ITA,380
80021,Afragola,Campania,,Napoli,40.921,14.3072,IT,ITA,380
80022,Arzano,Campania,,Napoli,40.9155,14.2681,IT,ITA,380
80023,Pascarola,Campania,,Napoli,40.9774,14.3038,IT,ITA,380
80024,Carditello,Campania,,Napoli,41.0622,14.1904,IT,ITA,380
80025,Casandrino,Campania,,Napoli,40.9308,14.2479,IT,ITA,380
80026,Arpino,Campania,,Napoli,40.8927,14.3234,IT,ITA,380
80027,Frattamaggiore,Campania,,Napoli,40.9403,14.275,IT,ITA,380
80028,Grumo Nevano,Campania,,Napoli,40.9371,14.2608,IT,ITA,380
80029,Sant'Antimo,Campania,,Napoli,40.9429,14.2362,IT,ITA,380
80030,Gargani,Campania,,Napoli,40.9769,14.5458,IT,ITA,380
80031,Brusciano,Campania,,Napoli,40.9242,14.4249,IT,ITA,380
80032,Casamarciano,Campania,,Napoli,40.933,14.5542,IT,ITA,380
80033,Cicciano,Campania,,Napoli,40.9623,14.5373,IT,ITA,380
80034,Selva,Campania,,Napoli,40.8811,14.2987,IT,ITA,380
80035,Pollastri,Campania,,Napoli,40.9,14.5305,IT,ITA,380
80036,Castello,Campania,,Napoli,40.9152,14.4084,IT,ITA,380
80038,Pomigliano D'Arco,Campania,,Napoli,40.9089,14.3872,IT,ITA,380
80039,Saviano,Campania,,Napoli,40.9092,14.5092,IT,ITA,380
80040,Massa Di Somma,Campania,,Napoli,40.8466,14.3761,IT,ITA,380
80041,Boscoreale,Campania,,Napoli,40.7754,14.4752,IT,ITA,380
80042,Boscotrecase,Campania,,Napoli,40.7753,14.463,IT,ITA,380
80044,Ottaviano,Campania,,Napoli,40.85,14.483,IT,ITA,380
80045,Messigno,Campania,,Napoli,40.7333,14.5049,IT,ITA,380
80046,San Giorgio A Cremano,Campania,,Napoli,40.8292,14.3342,IT,ITA,380
80047,Casilli,Campania,,Napoli,40.8238,14.5041,IT,ITA,380
80048,Madonna Dell'Arco,Campania,,Napoli,40.8694,14.3883,IT,ITA,380
80049,Somma Vesuviana,Campania,,Napoli,40.8718,14.4382,IT,ITA,380
80050,Lettere,Campania,,Napoli,40.7048,14.5515,IT,ITA,380
80051,Agerola,Campania,,Napoli,40.6388,14.5399,IT,ITA,380
80053,Castellammare Di Stabia,Campania,,Napoli,40.696,14.4817,IT,ITA,380
80054,Gragnano,Campania,,Napoli,40.6925,14.5138,IT,ITA,380
80055,Portici,Campania,,Napoli,40.8141,14.339,IT,ITA,380
80056,Ercolano,Campania,,Napoli,40.806,14.3529,IT,ITA,380
80057,Sant'Antonio Abate,Campania,,Napoli,40.7228,14.5429,IT,ITA,380
80058,Torre Annunziata,Campania,,Napoli,40.7508,14.4656,IT,ITA,380
80059,Leopardi,Campania,,Napoli,40.7863,14.3928,IT,ITA,380
80060,Moiano,Campania,,Napoli,40.6529,14.466,IT,ITA,380
80061,Monticchio Di Massa Lubrense,Campania,,Napoli,40.5986,14.357,IT,ITA,380
80062,Meta,Campania,,Napoli,40.6403,14.4192,IT,ITA,380
80063,Piano Di Sorrento,Campania,,Napoli,40.6366,14.407,IT,ITA,380
80065,Sant'Agnello,Campania,,Napoli,40.6311,14.3981,IT,ITA,380
80066,Fornacella,Campania,,Napoli,41.0585,14.6307,IT,ITA,380
80067,Capo Di Sorrento,Campania,,Napoli,40.6087,14.3784,IT,ITA,380
80069,Vico Equense,Campania,,Napoli,40.6623,14.4264,IT,ITA,380
80070,Monte Di Procida,Campania,,Napoli,40.8021,14.0528,IT,ITA,380
80071,Anacapri,Campania,,Napoli,40.556,14.2212,IT,ITA,380
80073,Marina Grande Di Capri,Campania,,Napoli,40.5535,14.2383,IT,ITA,380
80074,Casamicciola Terme,Campania,,Napoli,40.7477,13.913,IT,ITA,380
80075,Forio,Campania,,Napoli,40.7374,13.8592,IT,ITA,380
80076,Lacco Ameno,Campania,,Napoli,40.7517,13.8913,IT,ITA,380
80077,Sant'Antuono D'Ischia,Campania,,Napoli,40.7236,13.9465,IT,ITA,380
80078,Arco Felice,Campania,,Napoli,40.8455,14.072,IT,ITA,380
80079,Procida,Campania,,Napoli,40.7618,14.0234,IT,ITA,380
28010,Agrate Conturbia,Piemonte,,Novara,45.6774,8.5584,IT,ITA,380
28011,Sovazza,Piemonte,,Novara,45.8215,8.4753,IT,ITA,380
28012,Cressa,Piemonte,,Novara,45.6492,8.5102,IT,ITA,380
28013,Gattico,Piemonte,,Novara,45.7081,8.5213,IT,ITA,380
28014,Maggiora,Piemonte,,Novara,45.6903,8.4234,IT,ITA,380
28015,Momo,Piemonte,,Novara,45.5766,8.5545,IT,ITA,380
28016,Isola San Giulio,Piemonte,,Novara,45.7962,8.3999,IT,ITA,380
28017,San Maurizio D'Opaglio,Piemonte,,Novara,45.7722,8.3988,IT,ITA,380
28019,Baraggia,Piemonte,,Novara,45.6485,8.6656,IT,ITA,380
28021,Borgomanero,Piemonte,,Novara,45.6987,8.4626,IT,ITA,380
28024,Gozzano,Piemonte,,Novara,45.7475,8.4378,IT,ITA,380
28028,Pratolungo,Piemonte,,Novara,45.8257,8.4171,IT,ITA,380
28040,Borgo Ticino,Piemonte,,Novara,45.6903,8.603,IT,ITA,380
28041,Arona,Piemonte,,Novara,45.757,8.56,IT,ITA,380
28043,Bellinzago Novarese,Piemonte,,Novara,45.5699,8.6444,IT,ITA,380
28045,Invorio,Piemonte,,Novara,45.7579,8.4895,IT,ITA,380
28046,Ghevio,Piemonte,,Novara,45.7838,8.5036,IT,ITA,380
28047,Fornaci,Piemonte,,Novara,45.6996,8.4189,IT,ITA,380
28050,Pombia,Piemonte,,Novara,45.652,8.6335,IT,ITA,380
28053,Castelletto Sopra Ticino,Piemonte,,Novara,45.7187,8.6368,IT,ITA,380
28060,Granozzo Con Monticello,Piemonte,,Novara,45.3613,8.5746,IT,ITA,380
28061,Biandrate,Piemonte,,Novara,45.4538,8.4636,IT,ITA,380
28062,Cameri Aeronautica,Piemonte,,Novara,45.5156,8.6629,IT,ITA,380
28064,Landiona,Piemonte,,Novara,45.4975,8.4234,IT,ITA,380
28065,Cerano,Piemonte,,Novara,45.412,8.7813,IT,ITA,380
28066,Galliate,Piemonte,,Novara,45.4781,8.696,IT,ITA,380
28068,Romentino,Piemonte,,Novara,45.465,8.7202,IT,ITA,380
28069,Trecate,Piemonte,,Novara,45.4327,8.7382,IT,ITA,380
28070,Nibbiola,Piemonte,,Novara,45.3727,8.6575,IT,ITA,380
28071,Borgolavezzaro,Piemonte,,Novara,45.3206,8.7006,IT,ITA,380
28072,San Bernardino,Piemonte,,Novara,45.52,8.5463,IT,ITA,380
28073,Fara Novarese,Piemonte,,Novara,45.5528,8.4599,IT,ITA,380
28074,Ghemme,Piemonte,,Novara,45.6006,8.4227,IT,ITA,380
28075,Grignasco,Piemonte,,Novara,45.6808,8.3442,IT,ITA,380
28076,Pogno,Piemonte,,Novara,45.7566,8.3858,IT,ITA,380
28077,Prato Sesia,Piemonte,,Novara,45.6474,8.3738,IT,ITA,380
28078,Romagnano Sesia,Piemonte,,Novara,45.632,8.3899,IT,ITA,380
28079,Vespolate,Piemonte,,Novara,45.3514,8.6689,IT,ITA,380
8010,Birori,Sardegna,,Nuoro,40.2649,8.818,IT,ITA,380
8011,Bolotana,Sardegna,,Nuoro,40.3271,8.9602,IT,ITA,380
8012,Mulargia,Sardegna,,Nuoro,40.2946,8.7944,IT,ITA,380
8015,Macomer,Sardegna,,Nuoro,40.2631,8.7709,IT,ITA,380
8016,Borore,Sardegna,,Nuoro,40.2158,8.8053,IT,ITA,380
8017,Silanus,Sardegna,,Nuoro,40.2888,8.8928,IT,ITA,380
8018,Sindia,Sardegna,,Nuoro,40.2978,8.6577,IT,ITA,380
8020,Orune,Sardegna,,Nuoro,40.4057,9.3709,IT,ITA,380
8021,Bitti,Sardegna,,Nuoro,40.4778,9.3831,IT,ITA,380
8022,Dorgali,Sardegna,,Nuoro,40.2938,9.5892,IT,ITA,380
8023,Fonni,Sardegna,,Nuoro,40.1218,9.2537,IT,ITA,380
8024,Mamoiada,Sardegna,,Nuoro,40.2167,9.2814,IT,ITA,380
8025,Su Cologone,Sardegna,,Nuoro,40.2929,9.4358,IT,ITA,380
8026,Orani,Sardegna,,Nuoro,40.2485,9.1764,IT,ITA,380
8027,Orgosolo,Sardegna,,Nuoro,40.2043,9.3524,IT,ITA,380
8028,Cala Liberotto,Sardegna,,Nuoro,40.4439,9.7877,IT,ITA,380
8029,Siniscola,Sardegna,,Nuoro,40.573,9.6933,IT,ITA,380
8031,Gidilau,Sardegna,,Nuoro,39.9572,9.1894,IT,ITA,380
8032,Desulo,Sardegna,,Nuoro,40.0114,9.2281,IT,ITA,380
8036,Ortueri,Sardegna,,Nuoro,40.0366,8.9881,IT,ITA,380
8038,Sorgono,Sardegna,,Nuoro,40.027,9.1031,IT,ITA,380
8039,Tonara,Sardegna,,Nuoro,40.0263,9.1739,IT,ITA,380
8037,Seui,Sardegna,,Ogliastra,39.8411,9.3223,IT,ITA,380
8040,Ilbono,Sardegna,,Ogliastra,39.8938,9.5507,IT,ITA,380
8042,Bari Sardo,Sardegna,,Ogliastra,39.8431,9.6452,IT,ITA,380
8044,Jerzu,Sardegna,,Ogliastra,39.7924,9.5182,IT,ITA,380
8045,Lanusei,Sardegna,,Ogliastra,39.8792,9.5414,IT,ITA,380
8046,Perdasdefogu,Sardegna,,Ogliastra,39.6778,9.4414,IT,ITA,380
8047,Tertenia,Sardegna,,Ogliastra,39.698,9.5783,IT,ITA,380
8048,Arbatax,Sardegna,,Ogliastra,39.9361,9.7069,IT,ITA,380
8049,Villagrande Strisaili,Sardegna,,Ogliastra,39.9624,9.5086,IT,ITA,380
8013,Bosa Marina,Sardegna,,Oristano,40.2898,8.4824,IT,ITA,380
8019,Modolo,Sardegna,,Oristano,40.2754,8.5304,IT,ITA,380
8034,Traidodini,Sardegna,,Oristano,39.8597,9.0629,IT,ITA,380
9070,Putzu Idu,Sardegna,,Oristano,40.0257,8.4086,IT,ITA,380
9071,Abbasanta,Sardegna,,Oristano,40.1278,8.8191,IT,ITA,380
9072,Cabras,Sardegna,,Oristano,39.9322,8.5339,IT,ITA,380
9073,Cuglieri,Sardegna,,Oristano,40.1891,8.5675,IT,ITA,380
9074,Ghilarza,Sardegna,,Oristano,40.1208,8.8359,IT,ITA,380
9075,San Leonardo,Sardegna,,Oristano,40.1798,8.6656,IT,ITA,380
9076,Sedilo,Sardegna,,Oristano,40.1735,8.9228,IT,ITA,380
9077,Solarussa,Sardegna,,Oristano,39.9552,8.6751,IT,ITA,380
9078,Scano Di Montiferro,Sardegna,,Oristano,40.2164,8.5878,IT,ITA,380
9079,Tresnuraghes,Sardegna,,Oristano,40.2528,8.521,IT,ITA,380
9080,Nureci,Sardegna,,Oristano,39.8246,8.9749,IT,ITA,380
9081,Ardauli,Sardegna,,Oristano,40.0858,8.9125,IT,ITA,380
9082,Busachi,Sardegna,,Oristano,40.0339,8.898,IT,ITA,380
9083,Fordongianus,Sardegna,,Oristano,39.9956,8.811,IT,ITA,380
9084,Villanova Truschedu,Sardegna,,Oristano,39.9899,8.7531,IT,ITA,380
9085,Ruinas,Sardegna,,Oristano,39.9069,8.8971,IT,ITA,380
9086,Samugheo,Sardegna,,Oristano,39.9474,8.9416,IT,ITA,380
9088,Ollastra,Sardegna,,Oristano,39.952,8.7353,IT,ITA,380
9090,Palmas Arborea,Sardegna,,Oristano,39.8755,8.6466,IT,ITA,380
9091,Ales,Sardegna,,Oristano,39.7694,8.8167,IT,ITA,380
9092,Arborea,Sardegna,,Oristano,39.7741,8.5814,IT,ITA,380
9093,Gonnostramatza,Sardegna,,Oristano,39.6824,8.8353,IT,ITA,380
9094,Sant'Anna,Sardegna,,Oristano,39.8142,8.6512,IT,ITA,380
9095,Mogoro,Sardegna,,Oristano,39.686,8.7785,IT,ITA,380
9096,Santa Giusta,Sardegna,,Oristano,39.8794,8.6114,IT,ITA,380
9097,San Nicolo' D'Arcidano,Sardegna,,Oristano,39.684,8.646,IT,ITA,380
9098,Tanca Marchese,Sardegna,,Oristano,39.74,8.6069,IT,ITA,380
9099,Uras,Sardegna,,Oristano,39.7017,8.7011,IT,ITA,380
7020,Bassacutena,Sardegna,,Olbia-Tempio,41.1101,9.2623,IT,ITA,380
7021,Arzachena,Sardegna,,Olbia-Tempio,41.0788,9.3881,IT,ITA,380
7022,Berchidda,Sardegna,,Olbia-Tempio,40.785,9.1657,IT,ITA,380
7023,Calangianus,Sardegna,,Olbia-Tempio,40.921,9.196,IT,ITA,380
7024,Isola Di Caprera,Sardegna,,Olbia-Tempio,41.2122,9.4627,IT,ITA,380
7025,Luras,Sardegna,,Olbia-Tempio,40.9364,9.1764,IT,ITA,380
7026,San Pantaleo,Sardegna,,Olbia-Tempio,40.8951,9.5634,IT,ITA,380
7027,Oschiri,Sardegna,,Olbia-Tempio,40.7191,9.1021,IT,ITA,380
7028,San Pasquale,Sardegna,,Olbia-Tempio,41.168,9.2792,IT,ITA,380
7029,Nuchis,Sardegna,,Olbia-Tempio,40.918,9.1506,IT,ITA,380
7030,Badesi,Sardegna,,Olbia-Tempio,40.9663,8.8853,IT,ITA,380
7038,Lu Colbu,Sardegna,,Olbia-Tempio,41.0502,9.0081,IT,ITA,380
90010,Campofelice Di Roccella,Sicilia,,Palermo,37.9911,13.8863,IT,ITA,380
90011,Bagheria,Sicilia,,Palermo,38.0784,13.5068,IT,ITA,380
90012,Sambuchi,Sicilia,,Palermo,37.8713,13.6377,IT,ITA,380
90013,Castelbuono,Sicilia,,Palermo,37.9325,14.0873,IT,ITA,380
90014,Casteldaccia,Sicilia,,Palermo,38.0538,13.5295,IT,ITA,380
90015,Gibilmanna,Sicilia,,Palermo,37.9879,14.0188,IT,ITA,380
90016,Collesano,Sicilia,,Palermo,37.9196,13.9366,IT,ITA,380
90017,Santa Flavia,Sicilia,,Palermo,38.0825,13.5274,IT,ITA,380
90018,Termini Imerese,Sicilia,,Palermo,37.984,13.6961,IT,ITA,380
90019,San Nicolo' L'Arena,Sicilia,,Palermo,37.9885,13.6292,IT,ITA,380
90020,Regalgioffoli,Sicilia,,Palermo,37.8208,13.638,IT,ITA,380
90021,Alia,Sicilia,,Palermo,37.7811,13.7149,IT,ITA,380
90022,Caltavuturo,Sicilia,,Palermo,37.822,13.8911,IT,ITA,380
90023,Ciminna,Sicilia,,Palermo,37.8975,13.5605,IT,ITA,380
90024,Gangi,Sicilia,,Palermo,37.7972,14.2057,IT,ITA,380
90025,Lercara Friddi,Sicilia,,Palermo,37.7482,13.6028,IT,ITA,380
90026,Raffo,Sicilia,,Palermo,37.7854,14.1297,IT,ITA,380
90027,Petralia Sottana,Sicilia,,Palermo,37.8082,14.0912,IT,ITA,380
90028,Polizzi Generosa,Sicilia,,Palermo,37.8124,14.0002,IT,ITA,380
90029,Valledolmo,Sicilia,,Palermo,37.7486,13.8288,IT,ITA,380
90030,Godrano,Sicilia,,Palermo,37.9043,13.4294,IT,ITA,380
